"Lambda2","Q","U:0","U:1","U:2","k","nut","omega","p","vorticity:0","vorticity:1","vorticity:2","yPlus","Points:0","Points:1","Points:2"
307.5,-414.07,30.589,-1.2213,-1.9764,0.0055458,4.183e-05,2.6417,-19.313,2.4998,4.2443,-3.3271,0,0.33,0.33474,0.13416
283.44,-381.67,30.611,-1.1918,-1.966,0.0055416,4.3402e-05,2.4876,-19.662,2.9895,4.4901,-3.0947,0,0.33,0.33473,0.13604
158.85,-201.36,30.692,-1.2457,-1.5414,0.0055171,5.7588e-05,1.7011,-19.61,-7.3004,4.4028,1.6079,0,0.33,0.36099,0.1342
139.81,-165.88,30.701,-1.2461,-1.5637,0.0055221,6.0082e-05,1.8081,-19.546,-10.342,5.5994,3.4817,0,0.33,0.35724,0.1342
146.22,-181.68,30.71,-1.2159,-1.5359,0.0055154,6.0564e-05,1.6408,-19.858,-6.8345,4.343,1.9638,0,0.33,0.36099,0.13608
130.85,-151.11,30.721,-1.2159,-1.5561,0.0055204,6.2985e-05,1.7472,-19.807,-9.6782,5.4534,3.7366,0,0.33,0.35724,0.13608
241.58,-333.56,30.615,-1.4036,-1.5028,0.0055279,4.6658e-05,2.1006,-18.174,4.1636,1.4125,-2.4848,0,0.33,0.36474,0.12295
135.8,-177.27,30.693,-1.2903,-1.1141,0.0055026,6.2705e-05,1.3068,-19.214,-4.123,3.7184,1.3939,0,0.33,0.39118,0.12253
108.13,-129.28,30.699,-1.3058,-1.1389,0.0055064,6.8656e-05,1.3825,-19.084,-8.2806,4.7745,3.0801,0,0.33,0.38741,0.12261
214.04,-295.19,30.699,-1.2411,-1.4969,0.0055144,4.9594e-05,1.6866,-19.676,-0.78937,3.4538,-2.2995,0,0.33,0.36474,0.1342
196.92,-272.37,30.715,-1.2117,-1.4937,0.0055127,5.1754e-05,1.6241,-19.911,-0.45094,3.3791,-2.177,0,0.33,0.36474,0.13608
99.875,-116.82,30.772,-1.1674,-1.1255,0.0054968,7.4476e-05,1.133,-20.201,-3.5255,4.3622,3.9687,0,0.33,0.39126,0.13384
88.675,-93.106,30.791,-1.1786,-1.1421,0.0055003,7.7398e-05,1.2099,-20.136,-7.6284,5.6222,4.9763,0,0.33,0.3874,0.13398
104.95,-122.59,30.785,-1.1453,-1.1249,0.0054963,7.1419e-05,1.128,-20.355,-5.3733,4.6971,4.504,0,0.33,0.39131,0.13564
91.141,-96.093,30.807,-1.1543,-1.1407,0.0054997,7.4328e-05,1.2037,-20.301,-8.9822,5.8263,5.2559,0,0.33,0.38745,0.13579
515.02,-634.36,30.578,-0.95425,-2.4883,0.0055845,3.392e-05,3.9189,-21.017,1.7447,7.5801,-1.1475,0,0.33,0.3046,0.13766
544.39,-643.14,30.588,-0.90978,-2.5501,0.0055979,3.3796e-05,4.3059,-21.299,-1.3502,8.3682,2.1842,0,0.33,0.30085,0.13766
251.14,-304.77,30.63,-1.1538,-2.0086,0.0055437,4.7881e-05,2.4761,-20.036,-3.6733,5.8456,2.5431,0,0.33,0.33097,0.13781
265.47,-312.83,30.646,-1.137,-2.0432,0.0055531,4.6761e-05,2.7419,-20.086,-6.4138,6.6935,4.9315,0,0.33,0.32719,0.1376
415.29,-484.1,30.801,-0.70599,-2.3447,0.0055587,3.873e-05,2.9689,-24.116,-2.5021,5.6098,2.8133,0,0.33,0.30084,0.15079
395.73,-473.9,30.782,-0.74982,-2.2995,0.0055501,3.918e-05,2.7303,-23.773,-0.35776,5.1328,0.95589,0,0.33,0.3046,0.15079
431.29,-503.94,30.775,-0.73284,-2.3742,0.0055633,3.7959e-05,3.1169,-23.752,-2.3497,6.1611,2.7404,0,0.33,0.30084,0.14891
